dataset_resized_final/C9 - 3IKu4P_2460.jpg,195,174,486,381,pig: 80.0
dataset_resized_final/C9 - 2UN0x7_7440.jpg,180,194,446,344,pig: 76.0
dataset_resized_final/C6 - 2RX4SS_10920.jpg,181,168,410,379,pig: 52.0
dataset_resized_final/C6 - 2ffM4y_8640.jpg,170,150,429,368,pig: 82.5
dataset_resized_final/C4 - 0glPZf_8880.jpg,168,182,433,364,pig: 90.5
dataset_resized_final/C8 - 1QXSBB_2040.jpg,295,164,475,374,pig: 48.0
dataset_resized_final/C8 - 1QXSBB_2940.jpg,177,172,414,334,pig: 66.5
dataset_resized_final/C7 - 1mn5qZ_900.jpg,164,142,440,320,pig: 91.0
dataset_resized_final/C2 - 1liSID_2460.jpg,162,164,452,366,pig: 91.5
dataset_resized_final/C2 - 3NnQ9y_780.jpg,190,174,448,349,pig: 87.5
dataset_resized_final/C8 - 2HR9kY_9360.jpg,168,170,394,388,pig: 52.5
dataset_resized_final/C6 - 0OTJ7I_3780.jpg,168,125,491,334,pig: 95.5
dataset_resized_final/C3 - 2gctwC_1800.jpg,224,156,447,366,pig: 47.5
dataset_resized_final/C8 - 2HR9kY_7320.jpg,180,154,480,371,pig: 76.0
dataset_resized_final/C2 - 1LG7QA_5580.jpg,165,169,387,318,pig: 73.5
dataset_resized_final/C8 - 26WiK2_7980.jpg,279,187,423,383,pig: 26.5
dataset_resized_final/C8 - 2HR9kY_9480.jpg,167,169,379,389,pig: 53.5
dataset_resized_final/C4 - 0glPZf_3240.jpg,169,171,439,353,pig: 99.0
dataset_resized_final/C10 - vXzv4_8880.jpg,205,152,471,408,pig: 70.5
dataset_resized_final/C10 - czAhD_1560.jpg,184,161,449,393,pig: 57.0
dataset_resized_final/C2 - 0Xw47q_3360.jpg,172,212,442,372,pig: 69.5
dataset_resized_final/C10 - JxwS9_8700.jpg,207,140,479,414,pig: 75.5
dataset_resized_final/C12 - vhgN9_4020.jpg,170,223,386,377,pig: 37.0
dataset_resized_final/C12 - m1QGi_2340.jpg,167,182,374,384,pig: 43.5
dataset_resized_final/C1 - 1xU0eH_4260.jpg,163,223,415,392,pig: 97.5
dataset_resized_final/C1 - 0Gkut3_11220.jpg,175,257,350,378,pig: 28.0
dataset_resized_final/C6 - 1NS0OV_3240.jpg,167,123,450,376,pig: 86.0
dataset_resized_final/C11 - zKCtM_960.jpg,269,175,480,392,pig: 50.5
dataset_resized_final/C6 - 1NS0OV_6180.jpg,167,169,389,384,pig: 63.5
dataset_resized_final/C10 - ZUzcM_2880.jpg,282,215,454,365,pig: 29.0
dataset_resized_final/C8 - 1qgBKQ_3120.jpg,167,176,406,335,pig: 78.5
dataset_resized_final/C1 - 0Gkut3_6480.jpg,175,183,358,304,pig: 39.5
dataset_resized_final/C10 - NIVuC_8280.jpg,168,197,465,388,pig: 110.5
dataset_resized_final/C12 - FnKmv_4020.jpg,167,145,462,358,pig: 102.0
dataset_resized_final/C2 - 3NnQ9y_2340.jpg,187,151,437,343,pig: 114.0
dataset_resized_final/C1 - 0Gkut3_5520.jpg,191,202,390,376,pig: 29.5
dataset_resized_final/C1 - 1hUXS6_9000.jpg,234,220,465,387,pig: 45.5
dataset_resized_final/C6 - 0OTJ7I_660.jpg,168,166,466,386,pig: 116.0
dataset_resized_final/C7 - 2Rbpzs_3240.jpg,212,186,413,371,pig: 39.0
dataset_resized_final/C9 - 13jFQL_6840.jpg,217,164,426,374,pig: 48.0
dataset_resized_final/C1 - 1hUXS6_5280.jpg,251,167,464,377,pig: 60.0
dataset_resized_final/C5 - 0Nj5r3_10560.jpg,167,203,352,338,pig: 35.0
dataset_resized_final/C3 - 2OF2Vm_6060.jpg,260,136,468,372,pig: 60.0
dataset_resized_final/C8 - 1VJkXW_2940.jpg,167,214,403,386,pig: 52.5
dataset_resized_final/C4 - 1mCuNt_4260.jpg,168,188,412,384,pig: 73.5
dataset_resized_final/C4 - 1ADXkH_5040.jpg,186,166,445,371,pig: 72.5
dataset_resized_final/C5 - 2Uin7n_10920.jpg,180,151,372,376,pig: 67.5
dataset_resized_final/C9 - 0odJEQ_1380.jpg,169,159,414,396,pig: 60.5
dataset_resized_final/C2 - 06NgCk_2160.jpg,168,173,433,329,pig: 87.5
dataset_resized_final/C5 - 2nPKIw_1320.jpg,167,197,368,403,pig: 40.0
dataset_resized_final/C4 - 27QVFw_9480.jpg,168,197,377,358,pig: 32.5
dataset_resized_final/C10 - n8EUE_8460.jpg,167,143,428,400,pig: 90.5
dataset_resized_final/C11 - tgRJD_7380.jpg,192,164,480,380,pig: 91.5
dataset_resized_final/C12 - M1uk3_10380.jpg,166,153,406,323,pig: 74.5
dataset_resized_final/C4 - 1ADXkH_3600.jpg,168,208,431,370,pig: 94.0
dataset_resized_final/C11 - 54QcB_11700.jpg,167,159,399,371,pig: 58.5
dataset_resized_final/C10 - vCjF3_10920.jpg,179,171,418,387,pig: 63.0
dataset_resized_final/C2 - 23DnPa_5220.jpg,178,167,385,302,pig: 53.0
dataset_resized_final/C8 - 0LEuRg_10440.jpg,215,182,371,386,pig: 28.0
dataset_resized_final/C12 - vhgN9_7860.jpg,166,203,346,332,pig: 49.5
dataset_resized_final/C11 - H3SCl_11880.jpg,167,255,342,368,pig: 39.0
dataset_resized_final/C10 - JxwS9_8460.jpg,184,161,465,375,pig: 79.0
dataset_resized_final/C6 - 0OTJ7I_8760.jpg,166,145,489,359,pig: 119.0
dataset_resized_final/C9 - 13jFQL_8820.jpg,235,206,466,374,pig: 68.5
dataset_resized_final/C5 - 2mdQxF_1320.jpg,168,211,416,365,pig: 81.5
dataset_resized_final/C5 - 0PI5zi_3180.jpg,167,198,430,371,pig: 111.5
dataset_resized_final/C1 - 0wOwmB_7200.jpg,169,169,390,382,pig: 57.0
dataset_resized_final/C5 - 0PI5zi_4740.jpg,168,196,470,364,pig: 95.5
dataset_resized_final/C11 - H3SCl_5580.jpg,196,181,400,344,pig: 33.0
dataset_resized_final/C11 - tgRJD_1020.jpg,167,166,409,366,pig: 100.5
dataset_resized_final/C4 - 1mCuNt_6120.jpg,167,156,409,344,pig: 100.0
dataset_resized_final/C3 - 0n1qDP_15600.jpg,209,201,439,372,pig: 46.0
dataset_resized_final/C3 - 0n1qDP_14040.jpg,166,179,382,320,pig: 52.5
dataset_resized_final/C8 - 0cHNoG_5460.jpg,221,166,470,342,pig: 60.5
dataset_resized_final/C8 - 1UvaJc_7680.jpg,159,120,445,381,pig: 106.0
dataset_resized_final/C5 - 1g0roJ_1500.jpg,219,145,467,351,pig: 71.0
dataset_resized_final/C2 - 06NgCk_2820.jpg,164,155,467,360,pig: 96.5
dataset_resized_final/C3 - 2OF2Vm_1080.jpg,168,168,420,352,pig: 81.0
dataset_resized_final/C1 - 1kfjW0_12540.jpg,167,247,363,372,pig: 49.5
dataset_resized_final/C7 - 02EUwr_900.jpg,250,154,460,350,pig: 55.5
dataset_resized_final/C6 - 2ffM4y_5220.jpg,166,166,459,400,pig: 95.5
dataset_resized_final/C3 - 0n1qDP_23220.jpg,227,221,441,352,pig: 42.5
dataset_resized_final/C3 - 2OF2Vm_7200.jpg,168,165,455,372,pig: 91.5
dataset_resized_final/C9 - 0odJEQ_1020.jpg,167,151,431,360,pig: 58.0
dataset_resized_final/C10 - DTjCn_9840.jpg,167,202,445,370,pig: 84.5
dataset_resized_final/C5 - 1g0roJ_7440.jpg,167,145,400,370,pig: 83.5
dataset_resized_final/C12 - vhgN9_5100.jpg,165,174,399,385,pig: 49.0
dataset_resized_final/C11 - GRUEc_10080.jpg,178,220,383,388,pig: 54.5
dataset_resized_final/C11 - gYPlZ_3900.jpg,167,184,310,334,pig: 76.0
dataset_resized_final/C6 - 1iuZC0_1620.jpg,166,171,397,359,pig: 54.5
dataset_resized_final/C12 - lPRGW_6420.jpg,163,150,483,335,pig: 114.0
dataset_resized_final/C10 - JxwS9_2280.jpg,207,166,457,380,pig: 73.5
dataset_resized_final/C3 - 2OF2Vm_6120.jpg,268,146,467,424,pig: 59.5
dataset_resized_final/C5 - 2Uin7n_120.jpg,181,157,418,374,pig: 68.5
dataset_resized_final/C9 - 0ROlly_5760.jpg,167,130,448,394,pig: 85.5
dataset_resized_final/C2 - 06NgCk_7140.jpg,164,165,446,337,pig: 99.0
dataset_resized_final/C8 - 1VJkXW_5580.jpg,168,190,411,325,pig: 50.0
dataset_resized_final/C2 - 1I910j_300.jpg,166,150,423,356,pig: 71.5
dataset_resized_final/C7 - 0S9tv0_4320.jpg,176,196,344,391,pig: 29.5
dataset_resized_final/C7 - 2N9cJN_4860.jpg,168,175,437,379,pig: 79.0
dataset_resized_final/C12 - YoFhP_6960.jpg,167,168,405,317,pig: 83.0
dataset_resized_final/C8 - 2LsohE_1500.jpg,178,156,368,324,pig: 61.5
dataset_resized_final/C10 - DTjCn_3840.jpg,164,158,465,392,pig: 95.5
dataset_resized_final/C4 - 27QVFw_3360.jpg,168,233,347,385,pig: 33.0
dataset_resized_final/C1 - 1POGwe_3540.jpg,167,189,399,372,pig: 66.5
dataset_resized_final/C11 - H3SCl_3420.jpg,165,187,421,338,pig: 49.0
dataset_resized_final/C1 - 0U5TIk_2760.jpg,166,127,484,390,pig: 119.0
dataset_resized_final/C8 - 1VJkXW_1620.jpg,167,165,396,318,pig: 72.5
dataset_resized_final/C8 - 35hshq_960.jpg,169,132,478,387,pig: 111.5
dataset_resized_final/C5 - 1LxrF4_6720.jpg,167,167,405,353,pig: 63.5
dataset_resized_final/C9 - 22uiBX_1320.jpg,167,167,385,400,pig: 33.5
dataset_resized_final/C4 - 0ZaReD_7980.jpg,167,169,376,395,pig: 43.5
dataset_resized_final/C7 - 1mn5qZ_3600.jpg,163,135,480,356,pig: 113.5
dataset_resized_final/C1 - 1kfjW0_11280.jpg,166,181,432,425,pig: 66.5
dataset_resized_final/C7 - 0jSiT5_5760.jpg,168,150,422,325,pig: 89.5
dataset_resized_final/C2 - 1liSID_4560.jpg,160,136,477,357,pig: 112.5
dataset_resized_final/C5 - 0MWNA8_6120.jpg,167,191,391,367,pig: 73.5
dataset_resized_final/C4 - 04DQeX_4440.jpg,166,152,410,341,pig: 73.5
dataset_resized_final/C2 - 0Xw47q_60.jpg,223,133,475,390,pig: 84.0
dataset_resized_final/C9 - 13jFQL_5580.jpg,242,216,465,379,pig: 48.0
dataset_resized_final/C10 - Y3VHx_3300.jpg,185,156,470,415,pig: 87.5
dataset_resized_final/C2 - 2rdg70_1260.jpg,208,131,470,375,pig: 77.5
dataset_resized_final/C9 - 13jFQL_5220.jpg,209,185,440,371,pig: 47.0
dataset_resized_final/C6 - 2RX4SS_8520.jpg,179,178,366,331,pig: 48.0
dataset_resized_final/C10 - czAhD_5340.jpg,167,191,405,392,pig: 57.5
dataset_resized_final/C8 - 1QXSBB_5340.jpg,176,154,296,408,pig: 45.5
dataset_resized_final/C9 - 13jFQL_9600.jpg,167,179,383,391,pig: 51.0
dataset_resized_final/C6 - 2ffM4y_1260.jpg,168,139,418,376,pig: 100.0
dataset_resized_final/C10 - Y3VHx_3360.jpg,167,193,416,387,pig: 88.0
dataset_resized_final/C7 - 2x3x0I_5100.jpg,179,194,365,327,pig: 44.0
dataset_resized_final/C8 - 0cHNoG_900.jpg,169,160,477,318,pig: 90.0
dataset_resized_final/C1 - 2p4ONT_7200.jpg,165,194,337,340,pig: 37.0
dataset_resized_final/C9 - 1FROHb_4500.jpg,166,172,436,381,pig: 81.5
dataset_resized_final/C3 - 2OF2Vm_960.jpg,167,197,415,363,pig: 81.0
dataset_resized_final/C12 - DXVKt_8340.jpg,181,174,428,312,pig: 45.5
dataset_resized_final/C9 - 1AkOtC_3840.jpg,167,181,384,353,pig: 61.0
dataset_resized_final/C7 - 2N9cJN_5880.jpg,210,155,467,372,pig: 67.5
dataset_resized_final/C10 - ZUzcM_12180.jpg,165,180,334,305,pig: 36.5
dataset_resized_final/C3 - 2gctwC_5280.jpg,180,164,420,355,pig: 63.5
dataset_resized_final/C10 - IzQRO_7980.jpg,164,185,357,345,pig: 65.5
dataset_resized_final/C10 - thiDF_7860.jpg,178,192,394,387,pig: 52.5
dataset_resized_final/C5 - 0PI5zi_4800.jpg,168,180,470,386,pig: 94.5
dataset_resized_final/C10 - IzQRO_3960.jpg,164,136,452,322,pig: 108.5
dataset_resized_final/C5 - 1LxrF4_8580.jpg,168,215,424,392,pig: 90.5
dataset_resized_final/C11 - tgRJD_5220.jpg,167,132,458,372,pig: 105.0
dataset_resized_final/C2 - 1LG7QA_2880.jpg,163,133,440,317,pig: 85.0
dataset_resized_final/C3 - 10ng2o_6240.jpg,163,155,430,352,pig: 80.5
dataset_resized_final/C11 - H3SCl_9840.jpg,165,191,349,377,pig: 39.5
dataset_resized_final/C8 - 1UvaJc_2760.jpg,162,121,469,369,pig: 116.5
dataset_resized_final/C12 - NfBPX_1500.jpg,166,218,407,383,pig: 74.0
dataset_resized_final/C4 - 04DQeX_5700.jpg,167,167,430,353,pig: 87.0
dataset_resized_final/C7 - 2Rbpzs_5100.jpg,293,175,455,348,pig: 32.5
dataset_resized_final/C1 - 1hUXS6_13620.jpg,329,170,462,376,pig: 34.0
dataset_resized_final/C11 - XqQ3k_1620.jpg,168,200,414,373,pig: 65.5
dataset_resized_final/C12 - FnKmv_1680.jpg,167,172,434,331,pig: 86.5
dataset_resized_final/C10 - DTjCn_2940.jpg,166,146,423,345,pig: 100.5
dataset_resized_final/C7 - 1mn5qZ_2640.jpg,196,154,473,354,pig: 116.5
dataset_resized_final/C4 - 1ADXkH_1440.jpg,167,237,411,384,pig: 73.0
dataset_resized_final/C3 - 10ng2o_7740.jpg,191,143,467,331,pig: 90.5
dataset_resized_final/C5 - 2mdQxF_4140.jpg,167,170,412,396,pig: 100.5
dataset_resized_final/C5 - 0Nj5r3_10320.jpg,193,175,392,377,pig: 35.5
dataset_resized_final/C2 - 0Xw47q_480.jpg,240,153,474,387,pig: 84.5
dataset_resized_final/C3 - 3iILfI_4920.jpg,191,145,456,335,pig: 81.0
dataset_resized_final/C8 - 1QXSBB_7980.jpg,179,178,387,385,pig: 41.5
dataset_resized_final/C4 - 1mCuNt_3480.jpg,168,215,406,393,pig: 80.0
dataset_resized_final/C7 - 2x3x0I_1260.jpg,180,186,439,398,pig: 50.0
dataset_resized_final/C3 - 1k7OMy_9600.jpg,227,211,466,385,pig: 55.0
dataset_resized_final/C11 - H3SCl_11520.jpg,167,193,358,400,pig: 38.0
dataset_resized_final/C12 - FnKmv_3780.jpg,167,136,459,382,pig: 101.5
dataset_resized_final/C6 - 1iuZC0_3240.jpg,168,167,433,386,pig: 94.0
dataset_resized_final/C6 - 2ffM4y_7740.jpg,168,167,403,388,pig: 77.6
dataset_resized_final/C3 - 0BlU9K_11640.jpg,168,160,471,374,pig: 98.0
dataset_resized_final/C6 - 1L8hnP_4800.jpg,164,163,446,359,pig: 90.5
dataset_resized_final/C9 - 0ROlly_7500.jpg,164,177,461,351,pig: 111.5
dataset_resized_final/C11 - VAB4F_6120.jpg,167,165,416,404,pig: 100.5
dataset_resized_final/C8 - 0cHNoG_960.jpg,168,178,432,345,pig: 90.0
dataset_resized_final/C8 - 1UvaJc_9600.jpg,165,138,433,330,pig: 90.5
dataset_resized_final/C9 - 22uiBX_1260.jpg,170,174,372,404,pig: 33.5
dataset_resized_final/C3 - 2OF2Vm_9780.jpg,167,180,418,378,pig: 94.5
dataset_resized_final/C2 - 2rdg70_3360.jpg,168,136,453,409,pig: 98.5
dataset_resized_final/C12 - LPKb3_3960.jpg,167,155,434,363,pig: 99.5
dataset_resized_final/C1 - 1hUXS6_7080.jpg,177,181,362,370,pig: 40.0
dataset_resized_final/C2 - 06NgCk_6840.jpg,174,159,467,357,pig: 101.0
dataset_resized_final/C4 - 1mCuNt_5940.jpg,168,156,435,360,pig: 100.0
dataset_resized_final/C8 - 1QXSBB_13440.jpg,177,176,362,348,pig: 33.0
dataset_resized_final/C7 - 2x3x0I_2760.jpg,181,170,407,384,pig: 54.0
dataset_resized_final/C4 - 1ADXkH_600.jpg,171,207,427,345,pig: 65.5
dataset_resized_final/C9 - 1RzYmH_6840.jpg,178,149,374,344,pig: 31.5
dataset_resized_final/C7 - 0jSiT5_6180.jpg,181,197,482,380,pig: 113.0
dataset_resized_final/C2 - 3NnQ9y_6000.jpg,169,136,425,361,pig: 90.0
dataset_resized_final/C3 - 0BlU9K_8160.jpg,166,174,385,348,pig: 110.0
dataset_resized_final/C4 - 2KJZzh_6000.jpg,167,230,412,399,pig: 78.5
dataset_resized_final/C4 - 27QVFw_2460.jpg,227,184,420,381,pig: 39.0
dataset_resized_final/C3 - 2OF2Vm_5040.jpg,167,139,430,371,pig: 96.0
dataset_resized_final/C3 - 1zzSxd_7680.jpg,163,145,438,359,pig: 104.0
dataset_resized_final/C12 - m1QGi_1800.jpg,167,226,352,366,pig: 53.5
dataset_resized_final/C7 - 2N9cJN_4800.jpg,169,178,441,352,pig: 77.5
dataset_resized_final/C2 - 1LG7QA_780.jpg,166,212,447,387,pig: 91.5
dataset_resized_final/C12 - qMQEg_1740.jpg,187,169,450,380,pig: 66.5
dataset_resized_final/C8 - 0LEuRg_1800.jpg,191,205,418,352,pig: 43.0
dataset_resized_final/C12 - m1QGi_2640.jpg,168,232,382,369,pig: 43.5
dataset_resized_final/C9 - 0odJEQ_3780.jpg,168,161,398,394,pig: 59.5
dataset_resized_final/C2 - 0Xw47q_180.jpg,234,125,483,384,pig: 84.5
dataset_resized_final/C2 - 23DnPa_420.jpg,177,152,433,387,pig: 62.0
dataset_resized_final/C7 - 3L6yu6_2460.jpg,167,150,448,413,pig: 82.0
dataset_resized_final/C3 - 1hpbfy_3540.jpg,165,141,456,368,pig: 79.5
dataset_resized_final/C8 - 1kaLiH_1680.jpg,166,185,444,379,pig: 82.5
dataset_resized_final/C9 - 2UN0x7_12000.jpg,180,164,408,385,pig: 52.0
dataset_resized_final/C7 - 3L6yu6_2940.jpg,168,189,425,365,pig: 82.5
dataset_resized_final/C8 - 1QXSBB_660.jpg,179,188,362,385,pig: 41.5
dataset_resized_final/C9 - 2J4jyh_11640.jpg,166,200,426,380,pig: 84.5
dataset_resized_final/C4 - 1ADXkH_4380.jpg,168,137,451,341,pig: 73.0
dataset_resized_final/C10 - DTjCn_840.jpg,203,144,473,380,pig: 98.0
dataset_resized_final/C2 - 0xMh5z_4680.jpg,176,208,417,385,pig: 48.0
dataset_resized_final/C8 - 0LEuRg_7980.jpg,177,183,392,339,pig: 54.0
dataset_resized_final/C1 - 1hUXS6_3360.jpg,291,169,465,400,pig: 34.5
dataset_resized_final/C2 - 1liSID_3120.jpg,164,134,445,398,pig: 91.5
dataset_resized_final/C5 - 2Uin7n_4020.jpg,181,184,397,307,pig: 49.5
dataset_resized_final/C9 - 2UN0x7_7560.jpg,211,136,479,349,pig: 75.0
dataset_resized_final/C5 - 2Uin7n_1800.jpg,221,170,457,419,pig: 59.0
dataset_resized_final/C8 - 2HR9kY_8460.jpg,164,179,455,368,pig: 99.5
dataset_resized_final/C1 - 1kfjW0_8880.jpg,195,171,412,366,pig: 37.0
dataset_resized_final/C11 - zKCtM_2160.jpg,179,207,416,359,pig: 57.5
dataset_resized_final/C8 - 1qgBKQ_3000.jpg,166,161,401,344,pig: 77.0
dataset_resized_final/C1 - 1IKqN2_7440.jpg,163,140,426,335,pig: 97.0
dataset_resized_final/C11 - H3SCl_12120.jpg,166,222,356,365,pig: 38.0
dataset_resized_final/C4 - 04DQeX_3720.jpg,167,138,393,388,pig: 59.0
dataset_resized_final/C5 - 3CwuN4_5520.jpg,167,167,446,335,pig: 78.0
dataset_resized_final/C6 - 3TZR6U_1860.jpg,168,212,429,389,pig: 68.5
dataset_resized_final/C8 - 0cHNoG_1080.jpg,168,154,454,366,pig: 90.0
dataset_resized_final/C9 - 13jFQL_3360.jpg,169,179,427,363,pig: 61.0
dataset_resized_final/C12 - NfBPX_9720.jpg,196,151,473,409,pig: 89.0
dataset_resized_final/C11 - Id8w2_2160.jpg,202,173,495,361,pig: 94.5
dataset_resized_final/C12 - m1QGi_6240.jpg,166,248,347,360,pig: 31.5
dataset_resized_final/C10 - czAhD_10740.jpg,206,216,463,356,pig: 61.0
dataset_resized_final/C7 - 2x3x0I_6180.jpg,179,155,406,321,pig: 52.5
dataset_resized_final/C10 - czAhD_11460.jpg,166,207,398,370,pig: 61.0
dataset_resized_final/C6 - 3TZR6U_6840.jpg,168,151,461,358,pig: 112.5
dataset_resized_final/C6 - 1xlnQT_360.jpg,179,184,360,327,pig: 34.5
dataset_resized_final/C4 - 04DQeX_1920.jpg,167,144,447,353,pig: 66.5
dataset_resized_final/C1 - 1xU0eH_8460.jpg,168,168,421,390,pig: 73.0
dataset_resized_final/C7 - 17SFap_2700.jpg,190,168,404,385,pig: 51.0
dataset_resized_final/C5 - 0Nj5r3_6120.jpg,275,151,462,379,pig: 36.5
dataset_resized_final/C6 - 1xlnQT_2160.jpg,179,176,417,392,pig: 59.5
dataset_resized_final/C4 - 27QVFw_780.jpg,165,184,368,315,pig: 54.0
dataset_resized_final/C5 - 1LxrF4_6360.jpg,168,174,396,320,pig: 63.0
dataset_resized_final/C1 - 2p4ONT_4980.jpg,166,186,360,354,pig: 51.0
dataset_resized_final/C8 - 35hshq_3060.jpg,170,159,459,419,pig: 94.5
dataset_resized_final/C3 - 0n1qDP_3300.jpg,166,200,400,363,pig: 56.5
dataset_resized_final/C8 - 1kaLiH_2820.jpg,166,152,417,369,pig: 84.5
dataset_resized_final/C7 - 17SFap_1980.jpg,243,188,471,396,pig: 54.5
dataset_resized_final/C9 - 0ROlly_4800.jpg,165,181,444,365,pig: 93.5
dataset_resized_final/C9 - 0ROlly_4140.jpg,178,183,482,358,pig: 96.0
dataset_resized_final/C1 - 2p4ONT_3360.jpg,242,228,448,363,pig: 34.0
dataset_resized_final/C7 - 0S9tv0_7440.jpg,174,166,346,352,pig: 41.0
dataset_resized_final/C4 - 1ADXkH_4500.jpg,167,159,441,340,pig: 71.0
dataset_resized_final/C12 - LPKb3_3900.jpg,167,149,436,321,pig: 101.0
dataset_resized_final/C9 - 0ROlly_9300.jpg,188,133,487,385,pig: 96.0
dataset_resized_final/C7 - 0jSiT5_3180.jpg,167,157,401,396,pig: 89.5
dataset_resized_final/C5 - 0Nj5r3_960.jpg,165,215,368,386,pig: 55.5
dataset_resized_final/C1 - 2p4ONT_4680.jpg,165,218,366,357,pig: 50.5
dataset_resized_final/C4 - 27QVFw_7320.jpg,167,213,360,374,pig: 41.0
dataset_resized_final/C5 - 0PI5zi_3060.jpg,167,165,448,380,pig: 111.5
dataset_resized_final/C2 - 23DnPa_4500.jpg,179,192,426,386,pig: 73.0
dataset_resized_final/C8 - 1qgBKQ_5280.jpg,181,166,441,322,pig: 69.0
dataset_resized_final/C6 - 1iuZC0_4920.jpg,228,152,469,370,pig: 68.5
dataset_resized_final/C9 - 3IKu4P_6960.jpg,168,201,463,375,pig: 80.5
dataset_resized_final/C12 - LPKb3_2580.jpg,169,198,414,351,pig: 75.5
dataset_resized_final/C12 - qMQEg_3900.jpg,180,163,422,399,pig: 68.5
dataset_resized_final/C9 - 13jFQL_9420.jpg,167,228,397,393,pig: 47.5
